96,65,96,17,46,41,37,77,65,53,30,10,18,83,21,5,62,71,35,57,47,30,9,4,50,98,15,4,94,9,74,93,24,55,75,15,26,18,15,98,17,97,52,91,87,14,93,14,56,19,3,78,10,84,61,50,99,46,70,62,18,66,49,0,93,45,99,83,35,98,92,95,13,48,56,39,100,26,69,66,45,16,98,94,86,93,32,32,1,79,41,43,83,38,60,85,82,4,96,8,71,40,61,27,76,8,23,41,49,16,89,29,47,51,89,59,24,16,23,16,60,19,70,100,10,42,2,13,13,24,95,91,76,69,46,61,91,25,5,5,18,38,88,81,68,19,86,85,97,77,96,34,86,75,8,70,24,21,43,67,32,79,57,70,13,61,21,62,100,56,14,77,33,51,64,4,8,89,42,55,61,51,33,85,30,20,90,24,20,11,36,59,89,4,50,26,50,38,84,10,46,70,6,55,96,58,61,80,37,78,61,66,2,94,32,90,81,60,58,51,20,55,52,3,80,42,89,31,84,21,90,68,86,90,58,86,10,64,12,90,90,42,87,92,39,47,20,72,95,72,38,64,59,54,66,52
9,35,51,30,84,93,50,79,74,3,49,92,93,91,87,32,50,72,89,23,89,90,53,56,39,50,85,92,81,55,16,11,42,56,99,6,39,88,37,6,79,50,40,32,65,17,61,33,80,30,92,10,72,32,88,3,4,79,93,20,22,69,93,64,3,38,0,95,50,74,22,81,96,29,71,53,22,0,20,47,33,96,4,58,67,71,32,6,45,65,3,87,81,56,23,72,11,62,57,71,46,13,61,92,44,67,45,24,0,56,62,90,45,0,77,5,61,51,17,83,93,63,76,12,79,41,82,48,68,13,65,49,73,67,37,70,36,80,27,2,18,94,75,78,13,94,56,27,47,69,95,61,49,96,42,28,36,90,54,19,1,2,75,92,39,55,84,85,60,51,29,81,4,40,39,40,19,86,71,94,89,47,41,54,6,68,19,13,61,42,98,26,89,83,31,53,0,0,57,53,9,84,97,47,30,37,16,53,46,46,9,24,67,64,42,62,3,100,60,27,35,43,55,5,87,44,80,99,13,39,58,30,100,21,99,58,52,75,73,34,88,81,16,35,20,93,58,39,65,71,12,96,23,49,60,9
65,36,57,83,60,45,82,90,0,18,100,73,96,100,21,86,85,55,76,95,43,92,10,2,4,55,71,45,62,0,38,76,74,61,80,19,19,44,29,74,85,66,99,93,39,71,3,76,65,75,59,18,14,62,85,94,66,86,71,17,84,4,29,47,94,73,98,44,50,6,40,79,5,32,6,85,38,12,45,75,97,69,33,47,18,97,32,70,16,36,38,17,54,19,79,46,38,95,51,83,71,69,87,58,27,73,6,99,23,48,52,33,6,79,35,14,2,91,29,62,40,21,52,96,40,13,47,91,42,59,5,59,82,47,35,40,1,98,36,24,43,84,65,35,19,96,1,35,24,87,35,16,89,75,25,43,15,35,14,79,37,14,29,16,59,90,92,89,48,37,11,75,82,25,10,59,23,38,52,16,41,2,45,88,66,34,66,97,80,57,31,21,97,55,40,39,42,32,9,11,45,96,36,13,60,13,4,41,95,56,20,68,32,37,30,97,80,36,26,65,46,62,78,49,68,12,35,96,97,22,8,0,94,63,30,61,5,93,70,20,71,100,51,73,85,12,74,100,5,60,53,66,28,24,1,38
8,60,78,73,44,19,57,3,79,22,93,18,91,97,53,99,66,46,21,52,28,47,2,57,13,54,63,79,45,40,81,59,45,42,16,85,93,87,64,73,97,56,62,56,33,62,71,86,40,36,67,61,2,13,12,61,95,9,38,29,69,71,57,6,24,82,98,58,32,67,17,35,28,99,100,90,62,91,46,32,17,9,82,28,16,69,4,43,9,45,32,95,29,78,84,33,61,87,77,52,51,90,41,17,79,34,48,47,39,93,9,25,81,6,24,59,56,89,32,35,88,72,9,92,19,88,40,33,100,92,14,39,11,36,25,9,9,47,6,64,24,18,68,62,79,45,60,4,50,79,60,72,10,84,17,61,2,98,42,63,92,15,52,34,9,92,67,90,51,9,51,71,89,26,91,30,66,41,35,72,8,65,51,82,89,93,27,32,35,61,48,70,83,9,23,16,82,48,98,57,22,44,76,80,70,64,58,58,34,74,23,69,35,41,27,90,38,45,45,40,78,94,8,53,20,31,92,9,60,92,80,76,90,15,3,31,46,38,64,82,30,24,85,83,64,38,16,84,31,32,5,94,19,15,40,78
71,28,5,6,7,89,15,60,75,36,10,23,79,96,11,53,43,15,27,25,45,33,77,5,66,70,44,94,86,42,7,44,83,79,53,95,42,31,47,46,19,71,100,2,26,80,99,72,11,74,75,57,98,71,28,98,57,56,97,97,2,22,39,60,6,87,69,25,90,32,48,85,71,71,6,26,4,19,27,32,80,17,82,71,64,35,11,82,1,12,92,97,47,67,79,93,1,4,19,42,78,58,89,37,21,28,36,85,57,24,24,86,47,70,98,31,1,98,36,61,27,0,21,34,95,55,66,3,9,94,31,12,6,15,47,79,10,92,53,28,54,54,99,84,100,90,3,2,27,24,44,11,24,36,88,55,9,15,12,50,25,12,5,33,24,14,54,83,93,53,64,54,25,14,73,14,57,52,100,48,75,78,69,70,32,95,78,30,97,29,83,92,43,53,69,76,85,38,42,88,0,50,16,1,57,6,10,47,59,41,18,78,26,86,49,91,73,55,75,53,66,45,6,50,99,10,81,77,91,39,21,75,85,31,10,45,34,35,36,30,23,92,37,19,92,26,75,34,95,14,6,41,14,43,52,79
1,72,46,32,38,99,49,6,7,58,6,38,4,65,76,70,91,20,54,75,84,31,16,74,44,97,58,3,23,32,23,1,67,44,30,15,78,5,37,63,10,21,50,22,1,79,69,38,76,86,89,35,3,1,35,6,63,91,88,38,72,3,62,15,43,70,64,79,72,17,2,49,60,22,5,68,34,18,47,92,38,12,74,17,55,17,56,80,3,75,89,90,83,13,3,64,29,79,7,28,60,61,10,64,38,79,51,81,83,88,42,95,93,61,10,51,86,78,69,56,28,61,9,77,8,4,92,58,63,56,43,57,37,57,57,82,68,91,38,80,39,82,36,49,14,89,86,34,65,61,13,69,35,28,66,7,34,61,99,19,44,13,40,64,47,55,85,31,56,8,72,22,8,11,38,8,47,6,58,68,82,40,3,99,39,5,31,3,70,20,72,39,82,7,81,10,23,22,96,5,67,49,5,23,69,59,65,73,30,11,86,84,55,62,62,7,31,15,51,40,80,74,81,69,70,41,15,6,0,31,32,63,33,96,67,19,47,7,95,8,87,2,6,65,79,89,12,97,75,83,80,13,96,88,51,35
34,97,25,21,27,94,94,71,44,30,0,89,13,100,81,27,31,85,96,72,55,13,5,50,10,29,96,65,28,10,49,49,99,28,60,27,32,32,93,69,9,24,25,65,97,93,97,37,38,86,52,91,94,6,58,32,79,75,81,57,44,100,65,58,12,99,54,75,8,83,72,81,3,57,84,78,52,79,25,29,79,69,8,78,61,66,80,21,56,32,94,58,99,14,0,99,69,4,87,19,71,4,2,15,99,79,90,11,83,25,26,60,15,9,55,65,51,96,18,51,68,63,38,54,80,1,86,10,76,85,44,1,24,74,49,73,8,9,24,94,83,22,59,38,55,65,81,51,96,84,67,88,44,72,93,80,61,61,94,47,80,0,37,92,85,38,94,66,47,86,44,44,99,61,42,59,17,31,95,72,84,79,19,100,26,57,54,24,61,51,13,25,43,59,33,23,9,75,93,4,31,90,19,12,68,17,55,74,7,69,27,99,9,86,55,87,65,45,37,16,55,41,51,45,86,73,45,69,7,24,50,94,62,48,95,5,10,43,46,79,48,77,4,33,24,95,56,58,23,83,1,43,27,60,24,5
89,34,32,34,25,72,13,65,55,14,58,94,60,43,62,22,11,21,25,3,55,6,47,63,47,36,42,81,52,71,46,92,80,96,88,13,28,91,70,54,91,6,55,31,32,22,0,82,16,36,90,49,67,74,22,79,92,54,25,64,53,52,29,78,3,70,63,36,81,83,51,97,75,72,69,6,99,68,14,27,53,21,12,7,99,65,40,55,97,12,26,29,71,62,73,84,71,89,24,28,17,34,57,50,69,29,83,95,24,38,33,59,70,8,85,21,56,17,65,44,7,42,41,52,0,22,32,68,45,53,67,15,7,16,58,20,52,58,23,33,1,85,23,1,38,33,25,80,0,57,47,43,78,60,45,62,19,96,44,61,3,18,49,18,68,45,49,69,52,23,85,20,70,10,27,26,6,46,91,94,10,99,36,49,58,77,97,71,1,20,29,6,30,73,42,25,25,12,60,26,28,25,80,58,5,77,54,74,73,22,46,52,92,47,73,14,15,8,53,50,78,37,22,64,53,18,44,65,48,25,13,40,18,37,39,60,31,64,1,79,84,46,27,45,98,83,75,72,10,86,63,51,73,54,47,4
5,8,39,88,80,9,91,66,66,59,52,87,35,82,68,68,29,44,81,37,74,92,61,39,53,24,31,77,61,5,39,21,30,23,60,48,9,16,46,87,73,72,61,76,92,62,88,24,97,10,66,11,88,83,28,4,93,62,31,38,8,82,96,56,66,54,3,41,51,58,16,82,98,13,40,65,27,15,17,77,3,80,34,14,100,12,87,68,25,87,50,80,90,1,36,32,12,34,3,9,53,44,6,63,48,18,99,13,22,16,47,16,36,30,49,19,80,20,96,6,42,20,31,31,6,29,39,57,70,85,45,81,68,25,3,41,86,24,2,44,32,54,14,50,95,14,28,91,11,50,52,27,74,27,2,28,18,100,95,28,56,42,83,30,17,77,43,25,79,82,20,30,11,51,42,60,11,10,8,77,91,2,40,91,35,26,32,70,32,17,76,7,34,9,88,55,36,33,43,68,23,57,72,56,16,28,76,25,5,48,11,20,28,82,56,46,71,62,32,19,93,64,20,96,91,24,93,66,92,70,79,35,42,44,83,35,3,53,65,40,63,58,3,16,1,3,14,34,54,62,21,95,52,27,35,35
48,52,89,3,94,32,5,19,46,15,21,79,19,93,100,80,49,54,64,49,25,23,89,51,100,20,31,98,29,79,89,29,70,27,66,13,43,92,91,73,53,14,22,61,46,50,87,11,92,24,5,84,99,79,57,45,79,47,23,72,81,7,12,85,81,29,14,62,82,7,75,63,58,41,44,2,10,18,64,74,84,27,5,9,12,33,1,91,14,9,16,35,39,64,6,28,21,60,24,56,18,90,49,72,84,84,74,80,59,41,70,26,39,76,26,50,86,91,17,80,29,97,25,21,97,8,92,43,71,79,58,31,2,75,59,37,11,97,75,89,96,12,83,46,80,57,38,41,3,1,70,31,32,38,87,45,62,96,55,7,17,95,66,100,45,92,37,24,41,98,50,38,15,46,57,94,32,78,96,96,30,18,40,27,9,26,44,0,95,32,71,80,89,28,92,47,13,9,52,92,98,71,93,22,42,43,71,14,86,41,48,85,30,55,24,68,11,28,24,30,49,77,17,6,99,25,52,83,54,12,57,34,18,12,28,85,86,1,23,70,96,85,70,77,21,12,82,35,37,53,78,43,69,39,52,17
19,14,18,18,10,58,90,92,86,51,77,49,7,33,10,85,57,13,29,41,27,49,61,52,17,45,71,30,4,76,53,18,15,62,79,92,77,65,52,85,28,100,99,93,67,77,76,64,79,18,63,1,52,60,15,52,22,72,46,72,74,31,73,18,79,97,51,97,94,94,88,55,11,10,94,24,85,80,46,1,39,43,57,7,13,62,80,44,51,81,16,57,91,16,53,7,66,90,22,43,61,74,43,11,58,17,11,51,37,93,44,71,85,33,82,77,38,90,82,37,21,76,47,10,75,10,100,91,100,86,36,39,97,15,7,67,95,1,77,72,49,41,42,64,51,86,65,4,4,20,11,34,86,91,77,94,76,68,28,17,8,66,77,1,82,36,41,38,98,26,89,0,39,58,10,95,66,10,55,58,90,2,13,14,8,8,67,13,77,91,77,42,95,57,78,81,19,29,61,61,95,79,21,73,41,4,85,0,35,56,28,22,76,40,57,79,91,46,5,1,97,17,29,13,56,30,53,25,28,6,18,59,96,13,81,77,91,13,53,48,5,52,63,21,12,85,36,73,18,96,71,9,12,8,24,80
63,13,60,87,94,81,3,96,80,90,24,89,66,58,95,45,68,75,91,10,82,10,88,96,39,32,51,4,4,12,91,75,43,48,11,71,98,57,54,45,34,9,93,31,75,81,44,32,11,32,17,47,71,94,45,64,78,29,10,21,31,56,29,87,63,58,97,64,34,41,16,92,20,35,49,39,92,39,12,32,27,50,77,4,30,9,80,36,50,45,69,24,42,82,98,67,74,41,14,5,11,75,1,2,50,13,58,49,80,78,34,27,88,78,93,62,74,15,1,81,34,9,54,1,16,47,96,8,47,22,50,99,67,48,27,13,65,17,71,16,18,68,80,69,18,8,26,11,46,83,83,42,63,100,72,31,76,33,98,91,0,84,32,45,17,100,66,77,2,98,72,12,97,66,30,23,6,8,60,22,33,90,25,42,100,83,66,54,63,2,36,44,9,76,52,96,34,36,6,48,95,24,72,55,95,3,25,6,8,75,33,51,9,72,91,23,44,91,1,2,16,68,35,54,45,34,25,88,4,90,23,55,83,4,37,79,60,12,99,47,79,29,31,61,81,24,37,46,21,79,10,94,18,0,68,3
49,81,34,28,15,32,82,48,49,6,90,70,41,96,26,5,81,75,100,24,47,3,94,48,32,4,20,24,28,37,93,18,30,97,97,16,9,22,29,54,50,6,73,10,47,63,23,7,79,6,57,66,34,100,67,57,5,90,17,75,61,94,15,7,3,82,69,6,65,50,86,2,15,1,13,0,48,60,30,45,27,9,29,80,3,84,99,15,16,19,37,85,36,67,64,26,1,24,43,89,76,92,48,90,68,29,80,81,77,88,11,17,26,30,97,35,76,49,45,31,40,22,23,35,46,60,84,28,11,68,78,51,87,63,26,15,1,24,39,100,93,72,36,31,63,41,76,97,70,50,93,17,39,12,97,73,47,98,27,73,26,7,66,70,47,34,59,16,30,76,5,65,72,90,53,66,27,75,11,27,45,98,18,7,54,70,55,84,27,20,97,68,85,63,23,32,80,54,19,94,0,76,74,64,42,86,69,94,54,20,85,50,19,89,12,5,84,7,46,89,48,78,23,77,77,86,58,59,6,85,5,93,16,63,16,31,50,94,49,59,59,6,100,92,81,10,73,51,77,91,3,86,17,82,99,45
67,45,16,100,18,77,21,42,51,82,91,9,8,70,45,33,50,50,56,38,51,63,55,18,54,0,0,56,42,56,4,52,10,87,78,26,90,58,51,29,24,14,24,77,38,24,91,99,76,75,16,47,66,96,5,66,93,9,47,22,26,99,76,9,11,100,19,18,88,21,100,9,84,4,97,44,92,71,64,34,45,68,83,87,32,98,24,29,13,67,88,79,50,63,68,70,51,12,0,14,51,81,84,66,84,3,66,70,18,41,77,75,11,90,34,25,52,43,98,99,67,86,22,42,82,96,15,41,77,54,17,7,54,50,63,18,92,65,92,29,2,59,59,34,14,36,64,74,90,89,64,18,63,83,100,63,60,56,79,33,15,84,63,82,39,45,69,1,87,52,77,51,72,11,63,29,28,82,4,63,43,45,36,70,37,67,83,54,19,54,68,81,83,5,92,32,10,92,58,13,26,89,72,20,4,83,83,55,36,10,100,97,37,98,53,90,99,75,40,23,18,43,29,53,81,14,77,44,86,36,43,87,38,3,43,47,53,15,88,73,34,68,49,24,4,19,67,72,24,22,84,72,19,7,93,43
30,68,31,84,49,10,86,60,72,76,92,3,36,3,26,36,35,93,13,81,60,11,9,48,72,91,75,1,6,18,33,21,78,23,100,10,77,68,3,47,29,57,78,27,75,76,9,18,87,44,65,25,41,32,53,13,21,25,56,91,1,86,91,30,86,85,32,75,84,97,30,65,81,35,81,78,28,49,89,37,65,55,6,28,22,55,81,32,78,12,27,18,69,99,20,40,12,40,38,34,43,80,2,89,24,75,6,74,6,57,92,74,12,37,77,69,65,32,9,71,73,12,33,53,50,59,56,10,53,39,27,3,4,81,55,19,22,60,72,92,4,71,52,60,3,92,58,52,12,47,59,17,85,31,12,19,59,63,18,81,76,86,94,23,72,27,94,2,86,15,91,41,29,22,33,29,11,23,71,56,95,7,16,17,60,54,62,15,62,78,31,38,79,48,77,80,92,30,4,9,23,15,82,83,78,39,86,47,61,3,31,31,24,1,86,6,57,45,1,61,37,18,56,80,40,88,33,66,93,36,95,14,85,0,84,17,95,85,83,44,100,2,76,16,52,50,32,87,37,76,75,74,85,46,99,69
50,79,83,9,5,71,44,43,84,88,8,4,67,47,45,72,42,52,21,30,66,55,90,35,98,69,84,20,44,62,45,48,72,16,91,47,5,65,46,48,70,15,95,11,44,69,53,10,98,8,67,16,99,62,65,6,14,15,69,49,68,59,3,4,63,25,83,38,43,57,90,28,59,42,89,3,2,95,80,51,84,31,29,100,78,23,3,54,23,87,83,73,42,76,66,75,25,1,32,8,100,41,36,25,89,40,100,80,44,14,16,89,89,58,53,71,49,26,4,74,0,89,55,23,44,9,31,95,46,61,35,79,49,64,78,88,15,82,51,51,57,53,47,73,99,35,69,38,28,72,73,9,82,59,29,46,85,25,0,85,26,61,19,55,54,86,70,36,46,30,69,61,76,71,41,75,89,17,38,38,51,71,96,15,91,64,47,29,43,86,96,39,50,46,62,32,83,83,46,91,34,27,29,68,2,45,32,37,82,78,33,69,53,52,68,38,49,28,82,13,87,12,16,51,29,57,66,36,11,95,0,1,81,9,64,17,14,4,45,63,36,51,78,54,46,27,76,49,42,97,95,81,34,1,12,63
9,90,8,32,19,91,85,32,66,1,7,62,57,74,54,72,43,6,55,76,66,31,58,0,33,80,25,15,28,28,7,34,47,72,39,82,81,19,64,64,7,94,67,53,45,19,48,8,12,66,64,81,46,13,89,52,70,39,56,56,2,14,34,32,51,45,100,24,38,88,62,20,42,4,52,21,9,36,75,85,100,4,29,46,46,7,48,13,56,51,26,68,96,33,71,33,24,52,66,65,75,21,23,11,34,70,20,1,98,37,68,72,70,56,34,55,28,58,6,83,2,100,33,53,0,7,90,81,2,90,84,20,62,12,71,87,45,61,82,64,3,63,53,77,97,10,52,58,17,17,96,57,46,16,31,85,38,35,82,30,5,23,91,58,66,55,94,7,70,78,26,10,73,2,54,4,75,47,22,14,28,14,5,42,35,43,18,83,30,22,2,90,16,65,93,98,87,18,37,23,11,79,96,1,30,74,60,22,78,77,93,10,76,12,15,28,60,23,55,37,45,30,87,94,42,79,45,68,54,15,38,52,11,91,97,38,33,17,64,73,88,70,19,36,40,63,32,87,41,4,99,63,24,38,91,60
