userId,movieId,rating,timestamp
98,122918,4,1532457746
111,122918,4,1516140666
125,122918,3.5,1494785239
184,122918,4.5,1537109379
210,122918,5,1513943744
212,122918,4,1523216822
248,122918,4,1534591646
249,122918,4.5,1496533199
258,122918,3.5,1534892501
305,122918,3.5,1518198315
306,122918,3,1518380421
363,122918,5,1502584592
380,122918,5,1496617026
401,122918,4.5,1510450699
414,122918,4,1513958808
475,122918,3,1498029920
515,122918,5,1513602063
551,122918,4,1504321057
567,122918,3.5,1525286124
586,122918,5,1529899134
596,122918,4,1535627355
599,122918,3,1502815765
601,122918,4,1521467747
18,122920,3,1468354075
49,122920,4,1493093016
62,122920,4,1521489966
148,122920,3.5,1482548707
184,122920,4.5,1537107779
212,122920,3,1523216927
233,122920,2,1529333366
249,122920,4.5,1462746881
279,122920,3,1506395715
298,122920,3,1466276315
305,122920,4,1518198433
380,122920,5,1493419810
382,122920,4,1515161931
448,122920,3,1486936046
475,122920,3.5,1498029495
525,122920,3.5,1476476765
561,122920,3.5,1491095413
567,122920,2.5,1525287982
586,122920,5,1529899316
596,122920,3.5,1535709553
599,122920,2.5,1498529307
610,122920,5,1493845626
15,122922,2,1510572670
21,122922,4,1500701517
62,122922,4.5,1521489972
68,122922,3,1526947686
125,122922,4,1480789759
184,122922,4.5,1537108247
212,122922,4,1523216918
248,122922,4,1534592029
249,122922,4.5,1487029404
252,122922,4,1498283957
272,122922,2,1532266238
365,122922,3,1489016514
380,122922,5,1493423214
414,122922,3.5,1519593462
459,122922,5,1520233452
475,122922,4.5,1498029469
561,122922,2.5,1491095400
567,122922,3,1525287154
586,122922,5,1529899308
596,122922,3.5,1535709443
599,122922,2.5,1498529192
610,122922,3.5,1493845751
15,122924,1,1510573305
18,122924,4,1469816977
62,122924,4,1525125413
210,122924,4,1527266073
249,122924,4,1463928984
298,122924,1.5,1476643275
380,122924,3,1495476114
448,122924,2,1498162906
549,122924,5,1464282681
567,122924,1.5,1525289135
586,122924,4.5,1529903346
596,122924,2.5,1535711539
599,122924,2.5,1498529459
610,122924,3.5,1493845868
89,128089,4.5,1520409186
